cast_number,time,sample_time,sea_water_pressure,sea_water_temperature,sea_water_practical_salinity,depth,mass_concentration_of_oxygen_in_sea_water
--,UTC,UTC,dbar,degree_C,PSU,m,mg * L^-1
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:28.00Z,94.26,9.2584,30.1596,93.452,2.25127
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:28.25Z,94.187,9.2583,30.1587,93.38,2.24743
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:28.50Z,94.109,9.2579,30.1584,93.303,2.24871
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:28.75Z,94.034,9.2577,30.1585,93.228,2.24294
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:29.00Z,93.96,9.2576,30.1584,93.155,2.24068
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:29.25Z,93.884,9.2575,30.158,93.08,2.23716
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:29.50Z,93.81,9.2569,30.1568,93.006,2.23622
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:29.75Z,93.736,9.2557,30.1568,92.933,2.23211
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:30.00Z,93.661,9.2543,30.1563,92.859,2.22802
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:30.25Z,93.589,9.2523,30.1557,92.787,2.22588
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:30.50Z,93.515,9.2505,30.1556,92.714,2.23012
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:30.75Z,93.437,9.2487,30.1554,92.637,2.22668
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:31.00Z,93.359,9.2472,30.1552,92.56,2.22866
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:31.25Z,93.284,9.2462,30.1549,92.486,2.2287
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:31.50Z,93.207,9.246,30.1542,92.409,2.22582
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:31.75Z,93.132,9.2452,30.1537,92.335,2.22361
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:32.00Z,93.058,9.2441,30.154,92.262,2.22268
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:32.25Z,92.985,9.2431,30.1537,92.189,2.22272
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:32.50Z,92.916,9.2415,30.1521,92.12,2.22057
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:32.75Z,92.84,9.2396,30.1503,92.045,2.22292
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:33.00Z,92.76,9.2373,30.1523,91.966,2.2198
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:33.25Z,92.688,9.2362,30.1525,91.894,2.22175
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:33.50Z,92.612,9.2356,30.1526,91.82,2.22176
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:33.75Z,92.536,9.2352,30.1514,91.744,2.23074
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:34.00Z,92.458,9.2336,30.1501,91.667,2.2337
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:34.25Z,92.383,9.232,30.1491,91.592,2.23442
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:34.50Z,92.309,9.2302,30.1497,91.519,2.23322
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:34.75Z,92.237,9.2279,30.1489,91.448,2.24101
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:35.00Z,92.164,9.2262,30.1488,91.376,2.24109
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:35.25Z,92.091,9.225,30.1496,91.302,2.24432
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:35.50Z,92.013,9.2248,30.149,91.226,2.24624
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:35.75Z,91.939,9.2244,30.1481,91.153,2.24977
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:36.00Z,91.862,9.2237,30.1483,91.076,2.25139
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:36.25Z,91.783,9.223,30.1489,90.997,2.2482
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:36.50Z,91.706,9.2225,30.1475,90.921,2.25238
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:36.75Z,91.633,9.2219,30.1465,90.849,2.25209
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:37.00Z,91.559,9.2207,30.1461,90.775,2.25694
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:37.25Z,91.487,9.2196,30.1468,90.704,2.25665
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:37.50Z,91.416,9.2188,30.1454,90.634,2.25638
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:37.75Z,91.346,9.218,30.1449,90.564,2.25801
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:38.00Z,91.274,9.2173,30.1449,90.493,2.25739
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:38.25Z,91.201,9.2168,30.1452,90.421,2.25387
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:38.50Z,91.126,9.2164,30.1456,90.346,2.2529
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:38.75Z,91.049,9.2161,30.1456,90.27,2.25289
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:39.00Z,90.971,9.2162,30.1446,90.192,2.2532
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:39.25Z,90.895,9.2158,30.1443,90.117,2.24936
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:39.50Z,90.824,9.2158,30.1443,90.047,2.24806
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:39.75Z,90.753,9.2158,30.1444,89.977,2.24772
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:40.00Z,90.682,9.2158,30.1441,89.906,2.24707
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:40.25Z,90.605,9.2159,30.1441,89.83,2.2432
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:40.50Z,90.528,9.2159,30.1436,89.754,2.2419
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:40.75Z,90.453,9.2162,30.1442,89.679,2.23898
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:41.00Z,90.378,9.2169,30.1449,89.605,2.24114
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:41.25Z,90.304,9.2176,30.1444,89.531,2.23917
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:41.50Z,90.228,9.2181,30.145,89.456,2.23751
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:41.75Z,90.152,9.2194,30.1448,89.381,2.23614
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:42.00Z,90.081,9.2213,30.1457,89.311,2.2392
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:42.25Z,90.009,9.2234,30.1448,89.239,2.23683
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:42.50Z,89.934,9.2251,30.1461,89.165,2.2367
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:42.75Z,89.858,9.2271,30.1454,89.09,2.23722
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:43.00Z,89.781,9.2287,30.1447,89.013,2.22848
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:43.25Z,89.708,9.2297,30.1453,88.941,2.23543
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:43.50Z,89.631,9.2308,30.1444,88.864,2.23568
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:43.75Z,89.554,9.2319,30.1439,88.788,2.23592
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:44.00Z,89.478,9.2325,30.1435,88.712,2.23972
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:44.25Z,89.404,9.2327,30.1431,88.639,2.23457
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:44.50Z,89.331,9.2327,30.1425,88.567,2.23647
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:44.75Z,89.257,9.2325,30.1418,88.494,2.2384
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:45.00Z,89.183,9.2322,30.1405,88.42,2.23809
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:45.25Z,89.109,9.2318,30.1413,88.347,2.24096
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:45.50Z,89.033,9.2313,30.1399,88.272,2.23842
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:45.75Z,88.955,9.2305,30.1392,88.194,2.24357
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:46.00Z,88.876,9.2294,30.1383,88.116,2.24458
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:46.25Z,88.803,9.2285,30.1386,88.043,2.24781
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:46.50Z,88.73,9.2278,30.1378,87.971,2.24656
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:46.75Z,88.656,9.2268,30.1362,87.898,2.24821
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:47.00Z,88.579,9.2253,30.135,87.821,2.24926
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:47.25Z,88.506,9.2234,30.1347,87.749,2.25126
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:47.50Z,88.432,9.2219,30.1356,87.676,2.25131
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:47.75Z,88.359,9.2208,30.1326,87.603,2.25203
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:48.00Z,88.282,9.2195,30.1336,87.527,2.25527
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:48.25Z,88.204,9.2187,30.1336,87.45,2.25593
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:48.50Z,88.127,9.2182,30.133,87.374,2.25882
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:48.75Z,88.053,9.218,30.1323,87.301,2.26298
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:49.00Z,87.978,9.2174,30.1309,87.226,2.26269
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:49.25Z,87.903,9.2164,30.1312,87.152,2.26049
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:49.50Z,87.83,9.2158,30.1304,87.08,2.26435
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:49.75Z,87.761,9.2155,30.1296,87.011,2.26564
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:50.00Z,87.694,9.2149,30.1293,86.945,2.26917
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:50.25Z,87.627,9.2146,30.1299,86.878,2.27044
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:50.50Z,87.551,9.2146,30.1293,86.802,2.26851
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:50.75Z,87.482,9.2146,30.1294,86.734,2.27041
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:51.00Z,87.407,9.2146,30.1288,86.66,2.27551
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:51.25Z,87.336,9.2147,30.1289,86.59,2.27644
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:51.50Z,87.262,9.2151,30.1286,86.517,2.27705
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:51.75Z,87.19,9.2152,30.1286,86.444,2.2767
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:52.00Z,87.121,9.2153,30.1283,86.376,2.27828
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:52.25Z,87.05,9.2157,30.1284,86.306,2.28271
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:52.50Z,86.977,9.2161,30.1281,86.234,2.28331
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:52.75Z,86.901,9.2162,30.1278,86.159,2.28681
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:53.00Z,86.826,9.2164,30.1275,86.084,2.28454
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:53.25Z,86.751,9.2165,30.1274,86.01,2.28483
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:53.50Z,86.677,9.2166,30.1272,85.937,2.28673
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:53.75Z,86.601,9.2167,30.1269,85.861,2.28766
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:54.00Z,86.525,9.2171,30.1269,85.786,2.28698
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:54.25Z,86.452,9.2174,30.1267,85.714,2.29046
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:54.50Z,86.378,9.2175,30.1269,85.64,2.29523
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:54.75Z,86.303,9.2177,30.1265,85.566,2.29616
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:55.00Z,86.228,9.2178,30.1263,85.492,2.29261
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:55.25Z,86.153,9.218,30.1262,85.417,2.29802
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:55.50Z,86.078,9.2183,30.1262,85.343,2.29766
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:55.75Z,86.001,9.2185,30.1261,85.266,2.30147
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:56.00Z,85.929,9.2187,30.1259,85.195,2.30048
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:56.25Z,85.855,9.2192,30.1262,85.122,2.30266
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:56.50Z,85.784,9.2197,30.1261,85.051,2.30389
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:56.75Z,85.703,9.22,30.1263,84.971,2.30737
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:57.00Z,85.627,9.2203,30.1261,84.896,2.30893
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:57.25Z,85.554,9.2206,30.1269,84.823,2.30952
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:57.50Z,85.482,9.2211,30.1268,84.752,2.30851
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:57.75Z,85.406,9.2217,30.1265,84.677,2.31357
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:58.00Z,85.329,9.2222,30.1265,84.6,2.31352
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:58.25Z,85.252,9.2225,30.1266,84.524,2.31284
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:58.50Z,85.18,9.2233,30.1269,84.453,2.31597
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:58.75Z,85.109,9.2242,30.1265,84.382,2.31878
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:59.00Z,85.034,9.2249,30.1265,84.308,2.31807
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:59.25Z,84.959,9.2257,30.1263,84.234,2.32153
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:59.50Z,84.883,9.2257,30.1258,84.158,2.32055
24255,2023-09-06T19:00:07Z,2023-09-06T19:10:59.75Z,84.806,9.2258,30.1262,84.082,2.31796
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:00.00Z,84.734,9.2261,30.1259,84.011,2.32208
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:00.25Z,84.659,9.2263,30.1261,83.936,2.3214
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:00.50Z,84.584,9.2267,30.126,83.862,2.32264
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:00.75Z,84.507,9.2271,30.1262,83.785,2.32195
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:01.00Z,84.433,9.2275,30.126,83.712,2.32479
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:01.25Z,84.364,9.228,30.1264,83.643,2.32857
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:01.50Z,84.284,9.2283,30.1258,83.564,2.32917
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:01.75Z,84.206,9.2287,30.1259,83.487,2.32689
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:02.00Z,84.126,9.2292,30.1259,83.407,2.32875
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:02.25Z,84.042,9.2292,30.126,83.324,2.32936
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:02.50Z,83.964,9.2298,30.1259,83.247,2.32931
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:02.75Z,83.883,9.2305,30.1262,83.167,2.32956
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:03.00Z,83.804,9.2311,30.126,83.089,2.32823
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:03.25Z,83.725,9.2313,30.1258,83.01,2.33043
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:03.50Z,83.648,9.2314,30.1258,82.933,2.32912
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:03.75Z,83.569,9.2316,30.1254,82.856,2.32877
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:04.00Z,83.489,9.2317,30.1254,82.776,2.33322
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:04.25Z,83.411,9.2319,30.1257,82.699,2.33158
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:04.50Z,83.33,9.232,30.1254,82.619,2.33283
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:04.75Z,83.247,9.2322,30.1252,82.536,2.32864
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:05.00Z,83.169,9.2324,30.125,82.459,2.33149
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:05.25Z,83.087,9.2323,30.1246,82.378,2.33116
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:05.50Z,83.009,9.2322,30.124,82.3,2.33594
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:05.75Z,82.932,9.232,30.1237,82.224,2.3321
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:06.00Z,82.861,9.2319,30.1239,82.154,2.33847
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:06.25Z,82.787,9.2316,30.1233,82.08,2.33656
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:06.50Z,82.717,9.2314,30.1233,82.011,2.33847
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:06.75Z,82.635,9.2313,30.1232,81.93,2.35156
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:07.00Z,82.556,9.2312,30.123,81.851,2.34611
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:07.25Z,82.475,9.2311,30.122,81.771,2.34291
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:07.50Z,82.397,9.2311,30.1213,81.694,2.34577
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:07.75Z,82.322,9.2305,30.121,81.619,2.34067
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:08.00Z,82.248,9.2301,30.1209,81.546,2.34451
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:08.25Z,82.178,9.2298,30.1214,81.477,2.34994
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:08.50Z,82.103,9.2297,30.1214,81.403,2.35119
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:08.75Z,82.028,9.2296,30.1213,81.328,2.3515
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:09.00Z,81.953,9.2294,30.1209,81.254,2.35948
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:09.25Z,81.875,9.2294,30.1209,81.176,2.35595
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:09.50Z,81.795,9.2293,30.1208,81.097,2.36072
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:09.75Z,81.715,9.2294,30.121,81.018,2.35941
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:10.00Z,81.64,9.2293,30.1208,80.944,2.36483
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:10.25Z,81.562,9.2293,30.1203,80.866,2.36513
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:10.50Z,81.49,9.2294,30.1201,80.795,2.3667
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:10.75Z,81.411,9.2292,30.1199,80.716,2.37021
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:11.00Z,81.333,9.229,30.1198,80.639,2.37308
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:11.25Z,81.254,9.229,30.1198,80.56,2.37721
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:11.50Z,81.175,9.2289,30.1197,80.483,2.37751
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:11.75Z,81.091,9.2291,30.1195,80.399,2.38579
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:12.00Z,81.009,9.2289,30.1194,80.318,2.38481
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:12.25Z,80.928,9.2291,30.1193,80.237,2.38765
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:12.50Z,80.854,9.2291,30.1189,80.164,2.39371
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:12.75Z,80.777,9.2292,30.1191,80.088,2.39687
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:13.00Z,80.696,9.2292,30.1191,80.008,2.40324
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:13.25Z,80.618,9.2293,30.119,79.93,2.40577
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:13.50Z,80.541,9.2293,30.1191,79.854,2.4083
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:13.75Z,80.463,9.2296,30.119,79.776,2.41305
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:14.00Z,80.382,9.2296,30.1189,79.697,2.41526
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:14.25Z,80.302,9.2298,30.1187,79.617,2.41906
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:14.50Z,80.221,9.23,30.1189,79.536,2.4251
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:14.75Z,80.141,9.2303,30.1185,79.458,2.42794
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:15.00Z,80.063,9.2306,30.1186,79.38,2.433
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:15.25Z,79.982,9.2311,30.1187,79.299,2.44285
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:15.50Z,79.905,9.2315,30.1188,79.224,2.44376
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:15.75Z,79.825,9.2317,30.1184,79.144,2.45459
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:16.00Z,79.748,9.232,30.1184,79.068,2.4571
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:16.25Z,79.668,9.2326,30.1186,78.988,2.45864
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:16.50Z,79.588,9.2333,30.1185,78.909,2.46304
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:16.75Z,79.505,9.2339,30.1185,78.827,2.46777
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:17.00Z,79.426,9.2343,30.1185,78.749,2.47635
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:17.25Z,79.348,9.2346,30.1186,78.672,2.47758
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:17.50Z,79.271,9.2352,30.1187,78.595,2.48423
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:17.75Z,79.193,9.2356,30.1184,78.517,2.48961
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:18.00Z,79.115,9.2361,30.1185,78.44,2.49307
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:18.25Z,79.036,9.2367,30.1181,78.362,2.49685
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:18.50Z,78.96,9.2373,30.1185,78.287,2.50189
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:18.75Z,78.878,9.2383,30.119,78.205,2.5069
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:19.00Z,78.797,9.2394,30.1187,78.126,2.5116
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:19.25Z,78.717,9.2401,30.1184,78.046,2.51825
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:19.50Z,78.639,9.2402,30.1189,77.968,2.52524
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:19.75Z,78.566,9.2409,30.1193,77.896,2.5274
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:20.00Z,78.493,9.2419,30.1191,77.824,2.53275
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:20.25Z,78.413,9.2429,30.1192,77.744,2.53936
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:20.50Z,78.334,9.2437,30.1189,77.667,2.54663
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:20.75Z,78.255,9.2444,30.119,77.588,2.55103
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:21.00Z,78.179,9.2452,30.1197,77.513,2.55702
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:21.25Z,78.1,9.2465,30.1192,77.434,2.56298
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:21.50Z,78.023,9.2479,30.1195,77.357,2.57627
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:21.75Z,77.949,9.2495,30.1192,77.284,2.5803
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:22.00Z,77.874,9.2512,30.1198,77.21,2.5875
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:22.25Z,77.794,9.2531,30.12,77.131,2.5931
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:22.50Z,77.718,9.2545,30.1199,77.056,2.60033
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:22.75Z,77.638,9.2552,30.1187,76.976,2.60697
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:23.00Z,77.558,9.2556,30.1195,76.896,2.61553
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:23.25Z,77.475,9.2566,30.1212,76.815,2.62275
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:23.50Z,77.395,9.2585,30.1209,76.735,2.62867
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:23.75Z,77.316,9.2603,30.1206,76.657,2.63364
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:24.00Z,77.241,9.2621,30.1213,76.583,2.63795
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:24.25Z,77.166,9.2636,30.121,76.509,2.64294
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:24.50Z,77.088,9.2643,30.1212,76.431,2.64542
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:24.75Z,77.008,9.2647,30.1203,76.351,2.65176
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:25.00Z,76.929,9.2645,30.1212,76.273,2.65684
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:25.25Z,76.852,9.2649,30.1217,76.197,2.66475
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:25.50Z,76.771,9.2662,30.1216,76.117,2.66975
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:25.75Z,76.688,9.268,30.1215,76.035,2.67152
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:26.00Z,76.605,9.2696,30.1216,75.952,2.67872
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:26.25Z,76.529,9.2713,30.1217,75.877,2.68113
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:26.50Z,76.452,9.2732,30.1231,75.8,2.68797
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:26.75Z,76.372,9.2753,30.1221,75.722,2.69133
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:27.00Z,76.295,9.2768,30.1209,75.645,2.70079
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:27.25Z,76.216,9.2776,30.1231,75.566,2.70546
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:27.50Z,76.136,9.2792,30.1227,75.487,2.71203
24255,2023-09-06T19:00:07Z,2023-09-06T19:11:27.75Z,76.054,9.2804,30.1227,75.406,2.71033
