cast_number,time,sample_time,sea_water_pressure,sea_water_temperature,sea_water_practical_salinity,depth,mass_concentration_of_oxygen_in_sea_water
--,UTC,UTC,dbar,degree_C,PSU,m,mg * L^-1
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:07.00Z,117.502,9.1123,NaN,116.489,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:07.25Z,117.502,9.1123,NaN,116.489,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:07.50Z,117.5,9.1124,NaN,116.487,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:07.75Z,117.5,9.1123,NaN,116.487,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:08.00Z,117.502,9.1125,NaN,116.489,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:08.25Z,117.502,9.1123,NaN,116.489,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:08.50Z,117.501,9.1123,NaN,116.488,NaN
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:08.75Z,117.5,9.1124,30.2192,116.487,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:09.00Z,117.502,9.1123,30.2189,116.489,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:09.25Z,117.5,9.1123,30.2189,116.487,0.50078
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:09.50Z,117.501,9.1124,30.2192,116.488,0.5027
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:09.75Z,117.502,9.1123,30.2188,116.489,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:10.00Z,117.5,9.1123,30.2189,116.487,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:10.25Z,117.498,9.1124,30.219,116.486,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:10.50Z,117.501,9.1123,30.2189,116.488,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:10.75Z,117.499,9.1124,30.2189,116.487,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:11.00Z,117.497,9.1123,30.2192,116.485,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:11.25Z,117.499,9.1123,30.2191,116.487,0.49852
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:11.50Z,117.498,9.1123,30.2189,116.486,0.50432
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:11.75Z,117.501,9.1123,30.2192,116.488,0.49852
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:12.00Z,117.498,9.1124,30.2191,116.486,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:12.25Z,117.499,9.1123,30.2192,116.487,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:12.50Z,117.501,9.1123,30.2189,116.488,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:12.75Z,117.5,9.1125,30.2192,116.488,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:13.00Z,117.498,9.1123,30.2192,116.486,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:13.25Z,117.501,9.1123,30.2189,116.488,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:13.50Z,117.499,9.1125,30.2189,116.487,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:13.75Z,117.497,9.1125,30.2191,116.484,0.5027
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:14.00Z,117.497,9.1123,30.2192,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:14.25Z,117.498,9.1123,30.2192,116.485,0.50078
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:14.50Z,117.499,9.1123,30.2188,116.487,0.49852
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:14.75Z,117.499,9.1123,30.2192,116.487,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:15.00Z,117.499,9.1123,30.219,116.487,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:15.25Z,117.497,9.1124,30.2188,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:15.50Z,117.499,9.1124,30.2188,116.487,0.49884
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:15.75Z,117.496,9.1123,30.2192,116.483,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:16.00Z,117.498,9.1124,30.2192,116.485,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:16.25Z,117.498,9.1123,30.2192,116.485,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:16.50Z,117.497,9.1124,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:16.75Z,117.497,9.1124,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:17.00Z,117.498,9.1123,30.2189,116.486,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:17.25Z,117.497,9.1123,30.2191,116.484,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:17.50Z,117.498,9.1123,30.2192,116.486,0.49917
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:17.75Z,117.498,9.1124,30.2189,116.486,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:18.00Z,117.498,9.1123,30.219,116.486,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:18.25Z,117.497,9.1123,30.2189,116.484,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:18.50Z,117.497,9.1124,30.2189,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:18.75Z,117.498,9.1123,30.2192,116.486,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:19.00Z,117.497,9.1123,30.2192,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:19.25Z,117.496,9.1124,30.2189,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:19.50Z,117.497,9.1123,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:19.75Z,117.499,9.1124,30.2192,116.487,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:20.00Z,117.498,9.1125,30.219,116.486,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:20.25Z,117.497,9.1124,30.2189,116.484,0.50432
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:20.50Z,117.496,9.1123,30.2192,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:20.75Z,117.495,9.1123,30.2189,116.482,0.50013
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:21.00Z,117.496,9.1125,30.2189,116.483,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:21.25Z,117.497,9.1123,30.2192,116.484,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:21.50Z,117.497,9.1123,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:21.75Z,117.497,9.1124,30.2191,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:22.00Z,117.497,9.1124,30.2189,116.484,0.49981
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:22.25Z,117.496,9.1123,30.2192,116.483,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:22.50Z,117.498,9.1123,30.219,116.486,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:22.75Z,117.496,9.1123,30.2191,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:23.00Z,117.497,9.1123,30.219,116.484,0.50625
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:23.25Z,117.497,9.1123,30.2189,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:23.50Z,117.498,9.1123,30.2189,116.486,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:23.75Z,117.498,9.1124,30.2191,116.486,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:24.00Z,117.495,9.1124,30.2192,116.482,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:24.25Z,117.498,9.1123,30.219,116.486,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:24.50Z,117.496,9.1123,30.2189,116.483,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:24.75Z,117.496,9.1124,30.2192,116.483,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:25.00Z,117.495,9.1123,30.219,116.482,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:25.25Z,117.495,9.1124,30.2189,116.482,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:25.50Z,117.498,9.1123,30.2189,116.485,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:25.75Z,117.497,9.1123,30.2191,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:26.00Z,117.496,9.1124,30.2189,116.483,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:26.25Z,117.495,9.1123,30.219,116.482,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:26.50Z,117.496,9.1124,30.2191,116.483,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:26.75Z,117.497,9.1123,30.2192,116.484,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:27.00Z,117.495,9.1123,30.2189,116.482,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:27.25Z,117.498,9.1123,30.2189,116.486,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:27.50Z,117.496,9.1124,30.2192,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:27.75Z,117.497,9.1123,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:28.00Z,117.496,9.1124,30.219,116.483,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:28.25Z,117.496,9.1122,30.2189,116.483,0.504
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:28.50Z,117.498,9.1123,30.2189,116.485,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:28.75Z,117.497,9.1124,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:29.00Z,117.497,9.1124,30.2189,116.484,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:29.25Z,117.498,9.1125,30.2189,116.485,0.50625
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:29.50Z,117.498,9.1123,30.2189,116.485,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:29.75Z,117.495,9.1123,30.2189,116.482,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:30.00Z,117.494,9.1123,30.219,116.481,0.50593
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:30.25Z,117.497,9.1124,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:30.50Z,117.496,9.1123,30.2189,116.483,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:30.75Z,117.497,9.1123,30.2191,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:31.00Z,117.497,9.1123,30.2191,116.484,0.49884
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:31.25Z,117.496,9.1123,30.2189,116.483,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:31.50Z,117.496,9.1124,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:31.75Z,117.496,9.1123,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:32.00Z,117.495,9.1123,30.2191,116.482,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:32.25Z,117.496,9.1123,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:32.50Z,117.496,9.1124,30.2189,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:32.75Z,117.497,9.1123,30.2189,116.484,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:33.00Z,117.496,9.1123,30.2189,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:33.25Z,117.496,9.1123,30.2189,116.483,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:33.50Z,117.497,9.1124,30.2192,116.484,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:33.75Z,117.497,9.1125,30.219,116.484,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:34.00Z,117.497,9.1123,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:34.25Z,117.497,9.1123,30.2191,116.484,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:34.50Z,117.497,9.1123,30.2189,116.484,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:34.75Z,117.495,9.1123,30.2189,116.482,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:35.00Z,117.495,9.1123,30.2192,116.482,0.50431
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:35.25Z,117.495,9.1123,30.2189,116.482,0.50239
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:35.50Z,117.496,9.1123,30.2188,116.483,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:35.75Z,117.496,9.1124,30.2192,116.483,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:36.00Z,117.496,9.1122,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:36.25Z,117.496,9.1123,30.2189,116.483,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:36.50Z,117.496,9.1125,30.2189,116.483,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:36.75Z,117.496,9.1124,30.2189,116.483,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:37.00Z,117.496,9.1123,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:37.25Z,117.496,9.1124,30.2192,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:37.50Z,117.496,9.1124,30.2189,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:37.75Z,117.497,9.1123,30.219,116.484,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:38.00Z,117.496,9.1124,30.2192,116.483,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:38.25Z,117.496,9.1123,30.2188,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:38.50Z,117.496,9.1125,30.2189,116.483,0.50592
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:38.75Z,117.496,9.1123,30.219,116.483,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:39.00Z,117.496,9.1123,30.2189,116.483,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:39.25Z,117.496,9.1123,30.2189,116.483,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:39.50Z,117.496,9.1123,30.2189,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:39.75Z,117.495,9.1123,30.2189,116.482,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:40.00Z,117.498,9.1123,30.2189,116.485,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:40.25Z,117.497,9.1124,30.2188,116.484,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:40.50Z,117.497,9.1123,30.2189,116.484,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:40.75Z,117.496,9.1123,30.2192,116.483,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:41.00Z,117.497,9.1124,30.2189,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:41.25Z,117.497,9.1123,30.2189,116.484,0.49852
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:41.50Z,117.497,9.1123,30.2189,116.484,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:41.75Z,117.496,9.1122,30.2189,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:42.00Z,117.498,9.1124,30.2191,116.485,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:42.25Z,117.497,9.1123,30.219,116.484,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:42.50Z,117.498,9.1123,30.2192,116.485,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:42.75Z,117.497,9.1124,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:43.00Z,117.495,9.1124,30.2192,116.482,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:43.25Z,117.495,9.1123,30.2189,116.482,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:43.50Z,117.496,9.1123,30.219,116.483,0.50432
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:43.75Z,117.496,9.1123,30.2191,116.483,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:44.00Z,117.498,9.1123,30.2189,116.485,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:44.25Z,117.497,9.1124,30.2192,116.484,0.50431
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:44.50Z,117.497,9.1123,30.2189,116.484,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:44.75Z,117.496,9.1123,30.2189,116.483,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:45.00Z,117.497,9.1123,30.2189,116.484,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:45.25Z,117.498,9.1124,30.2189,116.485,0.50077
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:45.50Z,117.495,9.1123,30.2189,116.482,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:45.75Z,117.497,9.1124,30.2189,116.484,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:46.00Z,117.496,9.1122,30.2187,116.483,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:46.25Z,117.496,9.1122,30.219,116.483,0.504
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:46.50Z,117.496,9.1123,30.2192,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:46.75Z,117.496,9.1123,30.219,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:47.00Z,117.496,9.1123,30.2191,116.483,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:47.25Z,117.496,9.1124,30.219,116.483,0.50753
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:47.50Z,117.497,9.1123,30.2191,116.484,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:47.75Z,117.497,9.1123,30.219,116.484,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:48.00Z,117.495,9.1123,30.219,116.482,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:48.25Z,117.497,9.1123,30.219,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:48.50Z,117.495,9.1123,30.2189,116.482,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:48.75Z,117.497,9.1124,30.2189,116.484,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:49.00Z,117.496,9.1124,30.2189,116.483,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:49.25Z,117.496,9.1124,30.2192,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:49.50Z,117.496,9.1123,30.219,116.483,0.50013
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:49.75Z,117.497,9.1123,30.2192,116.484,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:50.00Z,117.496,9.1123,30.2189,116.483,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:50.25Z,117.498,9.1123,30.2189,116.485,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:50.50Z,117.497,9.1123,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:50.75Z,117.497,9.1123,30.2191,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:51.00Z,117.495,9.1124,30.2191,116.482,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:51.25Z,117.497,9.1125,30.2189,116.484,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:51.50Z,117.496,9.1122,30.2189,116.483,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:51.75Z,117.496,9.1123,30.2192,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:52.00Z,117.497,9.1124,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:52.25Z,117.497,9.1123,30.219,116.484,0.49884
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:52.50Z,117.496,9.1124,30.2188,116.483,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:52.75Z,117.497,9.1124,30.2189,116.484,0.49949
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:53.00Z,117.497,9.1124,30.2188,116.484,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:53.25Z,117.495,9.1123,30.2193,116.482,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:53.50Z,117.497,9.1123,30.2189,116.484,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:53.75Z,117.497,9.1123,30.2187,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:54.00Z,117.497,9.1122,30.2189,116.484,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:54.25Z,117.497,9.1123,30.2189,116.484,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:54.50Z,117.497,9.1124,30.2189,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:54.75Z,117.497,9.1125,30.2191,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:55.00Z,117.497,9.1124,30.219,116.484,0.50431
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:55.25Z,117.497,9.1123,30.219,116.484,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:55.50Z,117.495,9.1123,30.219,116.482,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:55.75Z,117.496,9.1123,30.219,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:56.00Z,117.498,9.1123,30.2189,116.486,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:56.25Z,117.496,9.1123,30.2189,116.483,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:56.50Z,117.495,9.1123,30.2188,116.482,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:56.75Z,117.495,9.1123,30.2191,116.482,0.50625
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:57.00Z,117.497,9.1124,30.219,116.484,0.50431
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:57.25Z,117.495,9.1123,30.2191,116.482,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:57.50Z,117.496,9.1123,30.2192,116.483,0.49981
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:57.75Z,117.496,9.1123,30.2189,116.483,0.50464
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:58.00Z,117.496,9.1123,30.2189,116.483,0.50528
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:58.25Z,117.497,9.1123,30.2189,116.484,0.50432
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:58.50Z,117.496,9.1123,30.2192,116.483,0.50238
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:58.75Z,117.497,9.1124,30.2189,116.484,0.50303
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:59.00Z,117.497,9.1125,30.2192,116.484,0.5027
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:59.25Z,117.498,9.1123,30.2189,116.485,0.50239
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:59.50Z,117.498,9.1124,30.2192,116.485,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:00:59.75Z,117.497,9.1123,30.219,116.484,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:00.00Z,117.495,9.1123,30.2192,116.482,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:00.25Z,117.495,9.1122,30.2189,116.482,0.504
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:00.50Z,117.495,9.1123,30.2189,116.482,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:00.75Z,117.496,9.1123,30.2188,116.483,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:01.00Z,117.497,9.1123,30.219,116.484,0.50174
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:01.25Z,117.497,9.1123,30.2189,116.484,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:01.50Z,117.497,9.1124,30.2189,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:01.75Z,117.496,9.1124,30.2192,116.483,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:02.00Z,117.497,9.1124,30.219,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:02.25Z,117.497,9.1124,30.219,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:02.50Z,117.497,9.1123,30.2192,116.484,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:02.75Z,117.498,9.1123,30.2189,116.485,0.50496
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:03.00Z,117.497,9.1123,30.2189,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:03.25Z,117.498,9.1123,30.2189,116.486,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:03.50Z,117.497,9.1123,30.2189,116.484,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:03.75Z,117.496,9.1123,30.2189,116.483,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:04.00Z,117.497,9.1123,30.2189,116.484,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:04.25Z,117.497,9.1123,30.2189,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:04.50Z,117.496,9.1123,30.2189,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:04.75Z,117.497,9.1123,30.2189,116.484,0.50399
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:05.00Z,117.496,9.1123,30.219,116.483,0.5011
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:05.25Z,117.496,9.1123,30.219,116.483,0.50045
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:05.50Z,117.496,9.1123,30.2189,116.483,0.50271
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:05.75Z,117.497,9.1124,30.2189,116.484,0.50335
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:06.00Z,117.497,9.1122,30.2192,116.484,0.50689
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:06.25Z,117.497,9.1123,30.219,116.484,0.50367
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:06.50Z,117.497,9.1123,30.219,116.484,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:06.75Z,117.497,9.1123,30.2189,116.484,0.50271
